goos: linux
goarch: amd64
pkg: github.com/giornetta/gopapageno/examples/json/opp
cpu: AMD EPYC 7551 32-Core Processor                
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=1/reduction=sweep-128         	       1	11210371519 ns/op	3795643896 B/op	     746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6404779322 ns/op	3870236144 B/op	    3349 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	7181270153 ns/op	3870236208 B/op	    3350 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	4931665463 ns/op	3930999312 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6620112802 ns/op	3930999344 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	5472318372 ns/op	3930999344 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6609719844 ns/op	3930999536 B/op	    1631 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6958723259 ns/op	3930999344 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	5940944116 ns/op	3930999344 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6141316403 ns/op	3930999360 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6613174304 ns/op	3930999456 B/op	    1630 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	5941101520 ns/op	3930999360 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=mixed-128        	       1	6620136125 ns/op	3930999344 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	6679126813 ns/op	3916303896 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5803489719 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5479742945 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	6534460982 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5335883375 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5625873022 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	6390466679 ns/op	3916303864 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5611836789 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	6654191222 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=sweep-128        	       1	5549033318 ns/op	3916303880 B/op	    1252 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6247094218 ns/op	3890166248 B/op	    3601 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6799901618 ns/op	3890165176 B/op	    3590 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	5909013839 ns/op	3890166280 B/op	    3601 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	5790842372 ns/op	3890165208 B/op	    3590 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6091367322 ns/op	3890165608 B/op	    3594 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6348712717 ns/op	3890166072 B/op	    3599 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6317901275 ns/op	3890165304 B/op	    3591 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6506310135 ns/op	3890165960 B/op	    3598 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	6689789952 ns/op	3890165240 B/op	    3590 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=parallel-128     	       1	5178769144 ns/op	3890169048 B/op	    3630 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	6432194182 ns/op	3916317112 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5958219577 ns/op	3916317800 B/op	    1636 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5944298253 ns/op	3916317048 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5742746241 ns/op	3916317112 B/op	    1629 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	6103299934 ns/op	3916317016 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5094671731 ns/op	3916317720 B/op	    1635 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5863782854 ns/op	3916317624 B/op	    1634 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	5810518961 ns/op	3916317032 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	6045657642 ns/op	3916317048 B/op	    1628 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=25/reduction=mixed-128        	       1	6060633863 ns/op	3916318104 B/op	    1639 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	6114667133 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	5815792998 ns/op	3900689696 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	6232219148 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	4529256047 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	5695518304 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	5833171172 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	6159553849 ns/op	3900689696 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	4848047650 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	5248846393 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=sweep-128        	       1	6219101009 ns/op	3900689680 B/op	    1233 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	6694199147 ns/op	3916505584 B/op	    3866 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5413507908 ns/op	3916504128 B/op	    3851 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5941480802 ns/op	3916504128 B/op	    3851 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5877118504 ns/op	3916504144 B/op	    3851 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5576385786 ns/op	3916504128 B/op	    3851 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	6200203478 ns/op	3916505552 B/op	    3866 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	6453766504 ns/op	3916504592 B/op	    3856 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	6042210616 ns/op	3916506416 B/op	    3875 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5218053156 ns/op	3916504512 B/op	    3855 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=parallel-128     	       1	5970566344 ns/op	3916506704 B/op	    3867 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	5503840233 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6064484236 ns/op	3900703408 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6374768391 ns/op	3900703408 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	5189587036 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6075301423 ns/op	3900703408 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	5887697389 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6247739962 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6370246102 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	6081432990 ns/op	3900703392 B/op	    1625 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=26/reduction=mixed-128        	       1	5996426244 ns/op	3900704432 B/op	    1636 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5774294430 ns/op	3912234216 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5593090582 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5698175653 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	6034308698 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5726023631 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	6206296485 ns/op	3912234216 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	6071378776 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	4949228306 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5810550687 ns/op	3912234216 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=sweep-128        	       1	5490516376 ns/op	3912234200 B/op	    1266 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5872454925 ns/op	3940642280 B/op	    4122 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	6041601751 ns/op	3940640392 B/op	    4124 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	6075970078 ns/op	3940639592 B/op	    4116 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5932394432 ns/op	3940639592 B/op	    4116 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	6001523404 ns/op	3940642520 B/op	    4145 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	4978120691 ns/op	3940645000 B/op	    4128 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5884924175 ns/op	3940644984 B/op	    4128 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5822183265 ns/op	3940640376 B/op	    4124 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5762042505 ns/op	3940640648 B/op	    4127 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=parallel-128     	       1	5927378018 ns/op	3940649688 B/op	    4148 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5114736680 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5447165548 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	6143763541 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5363230436 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5815987905 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5768465061 ns/op	3912248472 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	6039084467 ns/op	3912249352 B/op	    1683 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	6190427405 ns/op	3912248456 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	5825853710 ns/op	3912248456 B/op	    1674 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=27/reduction=mixed-128        	       1	6127380781 ns/op	3912249048 B/op	    1680 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	4710059172 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5649225853 ns/op	3893266096 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5427756995 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	6102045394 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5740328228 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5540921910 ns/op	3893266096 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5936664702 ns/op	3893266096 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5505672777 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5108807660 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=sweep-128        	       1	5563224540 ns/op	3893266080 B/op	    1241 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5364846061 ns/op	3961531520 B/op	    4399 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	6424125341 ns/op	3961527488 B/op	    4383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5704004340 ns/op	3961528400 B/op	    4392 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5618323240 ns/op	3961528080 B/op	    4389 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	6153287771 ns/op	3961528048 B/op	    4388 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5587468857 ns/op	3961527488 B/op	    4383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5707440286 ns/op	3961527584 B/op	    4384 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5386962574 ns/op	3961527888 B/op	    4387 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5953027825 ns/op	3961527776 B/op	    4386 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=parallel-128     	       1	5838249478 ns/op	3961527504 B/op	    4383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	4976357459 ns/op	3893281104 B/op	    1667 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5448912441 ns/op	3893281872 B/op	    1675 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	6007871852 ns/op	3893286752 B/op	    1678 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	6012801374 ns/op	3893280928 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5926290997 ns/op	3893280896 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5921672788 ns/op	3893280928 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5738984870 ns/op	3893280928 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5759770563 ns/op	3893280928 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	5125458429 ns/op	3893280912 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=28/reduction=mixed-128        	       1	6258573651 ns/op	3893280928 B/op	    1665 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	4672934380 ns/op	3903884712 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5280964557 ns/op	3903892776 B/op	    1290 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5052910173 ns/op	3903884712 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5440727365 ns/op	3903884712 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	4380095449 ns/op	3903884728 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5416465172 ns/op	3903887400 B/op	    1278 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5640619202 ns/op	3903884712 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5419022907 ns/op	3903890536 B/op	    1285 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5823418259 ns/op	3903884728 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=sweep-128        	       1	5336273397 ns/op	3903884712 B/op	    1272 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	6055374924 ns/op	4009906152 B/op	    4722 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5940288933 ns/op	4009906344 B/op	    4724 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	6226096013 ns/op	4009906936 B/op	    4730 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5689676392 ns/op	4009905112 B/op	    4711 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5828860671 ns/op	4009907112 B/op	    4732 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	6293149787 ns/op	4009913432 B/op	    4797 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5876922509 ns/op	4009904984 B/op	    4710 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5879698239 ns/op	4009905016 B/op	    4710 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	6117174518 ns/op	4009905016 B/op	    4710 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=parallel-128     	       1	5992398748 ns/op	4009906232 B/op	    4723 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5299353582 ns/op	3903900104 B/op	    1712 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5871136016 ns/op	3903900216 B/op	    1713 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5818200497 ns/op	3903900104 B/op	    1712 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5439824394 ns/op	3903904568 B/op	    1722 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5590869945 ns/op	3903902024 B/op	    1732 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5801086184 ns/op	3903910328 B/op	    1745 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5669427447 ns/op	3903900104 B/op	    1712 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	4594095669 ns/op	3903900104 B/op	    1712 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	5781840436 ns/op	3903900760 B/op	    1719 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=29/reduction=mixed-128        	       1	4951231695 ns/op	3903900216 B/op	    1713 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5324118449 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5390113982 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5791446435 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	4739072695 ns/op	3915256256 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5428150761 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	4724289222 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5365189248 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5181300937 ns/op	3915256240 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5476431462 ns/op	3915256256 B/op	    1305 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=sweep-128        	       1	5216897970 ns/op	3915261168 B/op	    1316 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5859435777 ns/op	4046454688 B/op	    5043 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5777804929 ns/op	4046453328 B/op	    5029 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	4831881008 ns/op	4046455472 B/op	    5051 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5925055496 ns/op	4046454560 B/op	    5034 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5590497060 ns/op	4046452800 B/op	    5023 allocs/op
